@relation ViewA_DF_200.arff-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute ViewA_write numeric
@attribute ViewA_t numeric
@attribute ViewA_s numeric
@attribute ViewA_edu numeric
@attribute ViewA_articl numeric
@attribute ViewA_us numeric
@attribute ViewA_com numeric
@attribute ViewA_like numeric
@attribute ViewA_just numeric
@attribute ViewA_window numeric
@attribute ViewA_don numeric
@attribute ViewA_peopl numeric
@attribute ViewA_know numeric
@attribute ViewA_c numeric
@attribute ViewA_m numeric
@attribute ViewA_think numeric
@attribute ViewA_make numeric
@attribute ViewA_new numeric
@attribute ViewA_doe numeric
@attribute ViewA_sai numeric
@attribute ViewA_d numeric
@attribute ViewA_time numeric
@attribute ViewA_want numeric
@attribute ViewA_apr numeric
@attribute ViewA_work numeric
@attribute ViewA_wai numeric
@attribute ViewA_problem numeric
@attribute ViewA_right numeric
@attribute ViewA_look numeric
@attribute ViewA_thank numeric
@attribute ViewA_e numeric
@attribute ViewA_run numeric
@attribute ViewA_thing numeric
@attribute ViewA_file numeric
@attribute ViewA_need numeric
@attribute ViewA_ve numeric
@attribute ViewA_try numeric
@attribute ViewA_good numeric
@attribute ViewA_did numeric
@attribute ViewA_program numeric
@attribute ViewA_state numeric
@attribute ViewA_govern numeric
@attribute ViewA_come numeric
@attribute ViewA_realli numeric
@attribute ViewA_help numeric
@attribute ViewA_sure numeric
@attribute ViewA_post numeric
@attribute ViewA_mean numeric
@attribute ViewA_believ numeric
@attribute ViewA_differ numeric
@attribute ViewA_b numeric
@attribute ViewA_support numeric
@attribute ViewA_start numeric
@attribute ViewA_question numeric
@attribute ViewA_univers numeric
@attribute ViewA_point numeric
@attribute ViewA_opinion numeric
@attribute ViewA_person numeric
@attribute ViewA_let numeric
@attribute ViewA_tell numeric
@attribute ViewA_fact numeric
@attribute ViewA_set numeric
@attribute ViewA_read numeric
@attribute ViewA_year numeric
@attribute ViewA_go numeric
@attribute ViewA_number numeric
@attribute ViewA_case numeric
@attribute ViewA_got numeric
@attribute ViewA_doesn numeric
@attribute ViewA_said numeric
@attribute ViewA_reason numeric
@attribute ViewA_gener numeric
@attribute ViewA_ll numeric
@attribute ViewA_win numeric
@attribute ViewA_group numeric
@attribute ViewA_dai numeric
@attribute ViewA_do numeric
@attribute ViewA_chang numeric
@attribute ViewA_x numeric
@attribute ViewA_law numeric
@attribute ViewA_mail numeric
@attribute ViewA_includ numeric
@attribute ViewA_better numeric
@attribute ViewA_p numeric
@attribute ViewA_u numeric
@attribute ViewA_call numeric
@attribute ViewA_dos numeric
@attribute ViewA_place numeric
@attribute ViewA_lot numeric
@attribute ViewA_driver numeric
@attribute ViewA_follow numeric
@attribute ViewA_happen numeric
@attribute ViewA_live numeric
@attribute ViewA_world numeric
@attribute ViewA_respons numeric
@attribute ViewA_ms numeric
@attribute ViewA_didn numeric
@attribute ViewA_version numeric
@attribute ViewA_have numeric
@attribute ViewA_get numeric
@attribute ViewA_w numeric
@attribute ViewA_end numeric
@attribute ViewA_possibl numeric
@attribute ViewA_inform numeric
@attribute ViewA_consid numeric
@attribute ViewA_ca numeric
@attribute ViewA_probabl numeric
@attribute ViewA_talk numeric
@attribute ViewA_actual numeric
@attribute ViewA_word numeric
@attribute ViewA_ye numeric
@attribute ViewA_wrong numeric
@attribute ViewA_american numeric
@attribute ViewA_care numeric
@attribute ViewA_true numeric
@attribute ViewA_base numeric
@attribute ViewA_monei numeric
@attribute ViewA_idea numeric
@attribute ViewA_suggest numeric
@attribute ViewA_allow numeric
@attribute ViewA_issu numeric
@attribute ViewA_far numeric
@attribute ViewA_littl numeric
@attribute ViewA_real numeric
@attribute ViewA_long numeric
@attribute ViewA_nation numeric
@attribute ViewA_line numeric
@attribute ViewA_avail numeric
@attribute ViewA_v numeric
@attribute ViewA_manag numeric
@attribute ViewA_forc numeric
@attribute ViewA_isn numeric
@attribute ViewA_o numeric
@attribute ViewA_countri numeric
@attribute ViewA_kind numeric
@attribute ViewA_l numeric
@attribute ViewA_ask numeric
@attribute ViewA_card numeric
@attribute ViewA_interest numeric
@attribute ViewA_control numeric
@attribute ViewA_pai numeric
@attribute ViewA_abl numeric
@attribute ViewA_thought numeric
@attribute ViewA_hope numeric
@attribute ViewA_provid numeric
@attribute ViewA_free numeric
@attribute ViewA_report numeric
@attribute ViewA_r numeric
@attribute ViewA_internet numeric
@attribute ViewA_cs numeric
@attribute ViewA_public numeric
@attribute ViewA_caus numeric
@attribute ViewA_pc numeric
@attribute ViewA_claim numeric
@attribute ViewA_uunet numeric
@attribute ViewA_rememb numeric
@attribute ViewA_k numeric
@attribute ViewA_david numeric
@attribute ViewA_seen numeric
@attribute ViewA_quit numeric
@attribute ViewA_order numeric
@attribute ViewA_cours numeric
@attribute ViewA_result numeric
@attribute ViewA_h numeric
@attribute ViewA_note numeric
@attribute ViewA_life numeric
@attribute ViewA_major numeric
@attribute ViewA_requir numeric
@attribute ViewA_tri numeric
@attribute ViewA_heard numeric
@attribute ViewA_mayb numeric
@attribute ViewA_polit numeric
@attribute ViewA_creat numeric
@attribute ViewA_exampl numeric
@attribute ViewA_wrote numeric
@attribute ViewA_answer numeric
@attribute ViewA_microsoft numeric
@attribute ViewA_expect numeric
@attribute ViewA_great numeric
@attribute ViewA_access numeric
@attribute ViewA_best numeric
@attribute ViewA_applic numeric
@attribute ViewA_relat numeric
@attribute ViewA_clinton numeric
@attribute ViewA_machin numeric
@attribute ViewA_clayton numeric
@attribute ViewA_g numeric
@attribute ViewA_list numeric
@attribute ViewA_n numeric
@attribute ViewA_presid numeric
@attribute ViewA_non numeric
@attribute ViewA_larg numeric
@attribute ViewA_stop numeric
@attribute ViewA_bit numeric
@attribute ViewA_tax numeric
@attribute ViewA_servic numeric
@attribute ViewA_children numeric
@attribute ViewA_ac numeric
@attribute ViewA_high numeric
@attribute ViewA_recent numeric
@attribute class {positiveClass,negativeClass}

@data
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666008,1.69282,0,0,0,0,0,0,0,0,0,0,0,0,1.924149,1.931022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055725,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282782,0,0,0,0,0,0,0,0,0,0,0,0,2.380547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733368,positiveClass
314,0.495116,1.060357,0,0.58519,0,0,0,0,1.089157,0,0,0,1.187444,0,0,0,0,0,1.412638,1.44817,0,0,0,0,1.500584,0,0,0,0,0,0,0,0,0,0,1.742969,0,1.76902,0,1.804845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028748,0,0,0,8.333798,0,0,0,0,0,2.124439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.544657,0,0,0,0,5.102093,0,0,0,0,0,0,0,0,0,0,0,5.248337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
463,0,0,0,0,0,0.918794,0,0,0,1.104127,0,0,0,0,1.271182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.189256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.743145,0,0,0,0,0,0,0,0,0,0,2.407946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733368,0,0,positiveClass
748,0,0,0,0.58519,0,0,0,0,0,0,0,0,0,0,1.271182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666008,0,0,0,0,1.734434,0,0,0,0,0,0,0,0,0,1.931022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.353878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.500584,0,0,0,0,0,0,0,0,1.714798,0,0,1.760261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
1160,0.990233,3.711248,4.434041,1.17038,0,0,0.93777,2.051653,0,0,1.150432,2.300864,1.187444,0,0,1.354796,0,0,0,1.44817,2.935009,0,1.482805,0,0,0,0,6.477953,0,0,0,1.695541,0,0,0,1.742969,0,0,1.777857,0,5.442015,0,0,0,0,0,0,0,3.917991,1.969691,1.987774,5.974292,1.9951,0,0,2.013654,0,2.024953,0,0,2.059639,0,2.08345,2.091514,10.457571,0,2.091514,0,4.248878,2.128632,0,0,0,0,6.541102,2.184802,0,0,0,13.243649,0,0,0,0,0,0,0,0,0,0,2.292635,2.297598,0,2.307598,0,0,0,0,2.353878,0,0,0,0,0,0,2.396896,0,0,2.407946,0,0,0,0,2.436116,0,7.308349,2.447611,0,0,0,0,0,0,0,0,0,0,0,4.977829,0,0,2.501036,0,0,0,0,2.507152,0,0,0,0,0,0,0,0,0,0,2.538307,2.538307,0,2.544657,0,0,2.551046,0,0,5.102093,0,0,2.56395,0,0,0,0,0,0,0,0,0,0,0,0,0,2.638058,0,0,0,0,0,0,0,0,0,0,0,2.703063,0,0,0,0,0,0,2.725705,0,0,0,0,0,0,0,negativeClass
1163,0.495116,1.060357,1.10851,1.17038,1.275425,0,1.87554,0,1.089157,0,0,3.451296,0,0,0,0,1.362578,2.740842,0,1.44817,0,4.415557,0,1.489435,3.001167,0,0,0,0,0,0,1.695541,0,0,0,0,0,0,0,0,0,9.552715,3.827854,0,0,0,0,0,1.958995,0,0,0,0,0,2.006191,0,0,0,0,0,0,0,0,0,2.091514,0,0,0,2.124439,0,0,0,2.158485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292635,0,0,0,0,0,0,0,0,0,2.36446,0,0,0,0,0,0,0,2.407946,0,0,0,2.424753,2.436116,0,0,0,0,0,0,0,0,0,0,0,2.465104,0,0,0,0,0,2.501036,0,0,0,0,0,0,2.513306,10.053224,0,0,5.051457,0,0,0,0,0,2.538307,0,0,0,0,0,2.551046,0,0,0,0,0,0,0,2.60369,0,0,0,0,0,0,0,0,2.631089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negativeClass
1445,0,2.120713,4.434041,0.58519,0,0,0,3.07748,2.178314,1.104127,0,5.75216,0,1.219086,1.271182,1.354796,6.812889,1.370421,1.412638,1.44817,1.467504,5.887409,1.482805,0,3.001167,0,1.606941,4.858465,4.881279,0,0,0,5.111246,0,3.468869,1.742969,1.760261,0,0,0,0,1.910543,0,5.772446,5.793065,0,1.948413,0,1.958995,0,0,1.991431,0,0,2.006191,0,4.034812,0,4.057497,2.055725,0,0,0,2.091514,4.183028,2.091514,0,0,2.124439,0,0,0,0,0,0,2.184802,0,0,0,0,0,0,6.663015,0,0,0,0,0,2.273026,0,0,2.297598,6.907755,4.615195,2.307598,0,0,0,0,0,0,0,2.380547,0,2.391416,0,2.402405,0,2.407946,0,2.413517,2.424753,4.849505,4.872233,0,0,7.342833,0,0,0,2.459239,0,0,0,0,9.860416,0,0,0,2.488915,2.494957,0,0,7.503108,0,0,2.507152,0,0,0,5.051457,0,0,0,5.076615,2.538307,0,0,0,2.544657,0,0,0,0,0,0,0,0,0,2.56395,0,2.570465,0,0,0,0,0,0,0,2.624169,0,0,0,0,0,0,0,0,0,0,2.673649,0,0,0,0,0,0,2.710553,0,5.436201,2.718101,0,0,0,13.628526,2.725705,0,2.733368,2.733368,0,negativeClass
1278,0.990233,3.18107,1.10851,2.34076,0,0.918794,0,2.051653,4.356629,0,2.300864,1.150432,0,1.219086,1.271182,1.354796,6.812889,1.370421,0,2.89634,1.467504,1.471852,1.482805,0,0,3.189099,1.606941,3.238976,1.627093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.939381,1.987774,0,0,0,0,0,0,6.07486,0,0,2.059639,0,0,0,0,0,0,0,0,0,0,0,2.158485,0,0,0,2.189256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585,0,0,0,2.317699,0,0,2.359155,0,0,0,0,0,0,0,0,0,2.407946,0,0,0,2.436116,0,0,0,2.447611,0,2.453408,0,0,0,0,0,0,0,0,2.488915,0,0,0,0,0,0,2.507152,0,0,0,0,0,2.525729,2.525729,2.531998,0,0,0,0,0,0,2.544657,0,0,2.551046,0,0,0,0,0,0,0,0,2.60369,0,0,7.83141,0,0,0,0,0,0,0,0,0,0,0,2.652143,0,0,0,0,0,0,0,0,0,0,0,0,2.718101,0,2.725705,0,0,0,2.725705,0,0,0,negativeClass
1791,0.990233,2.120713,4.988297,0.58519,1.275425,0,1.87554,1.025827,3.267471,0,0,1.150432,0,1.219086,0,0,1.362578,0,0,0,1.467504,0,1.482805,0,0,1.594549,0,0,0,0,1.69282,0,0,0,0,3.485939,1.760261,0,0,0,0,0,1.913927,0,0,0,1.948413,1.948413,1.958995,0,1.987774,0,1.9951,0,0,4.027308,0,0,0,0,0,0,0,0,4.183028,0,0,0,4.248878,0,0,0,0,0,0,0,0,0,2.207275,0,0,0,0,0,2.225624,0,0,0,2.273026,0,0,0,0,0,0,0,0,0,0,0,2.36446,2.375156,2.380547,0,0,0,0,2.402405,0,0,4.827033,0,0,0,4.872233,0,0,0,0,0,0,0,0,2.459239,0,0,0,4.965817,2.488915,0,2.494957,0,2.501036,0,0,2.507152,2.507152,0,0,0,0,0,2.525729,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551046,0,2.557477,5.1279,0,2.570465,0,7.811071,2.60369,0,2.61047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703063,0,0,2.710553,0,0,0,0,0,0,0,0,0,0,0,negativeClass
